user_name,user_location,user_description,user_verified,date,text,hashtags,source
sheena,,Social Worker by genetics...it’s a thing,False,2021-08-17 05:18:43,@RachelNotley @jkenney We need a vaccine passport.,,Twitter for iPhone
I like it,,"#HEX#PULSECHAIN#ARRR#MONERO
Day 1 OG #PulseChain Sacrificer",False,2021-08-17 05:17:52,"@PFriggens Vaccine passport is a proof of ownership, pharma own you and that means that can do whatever they want with you, as you are now their costumer for life",,Twitter Web App
Peter Yared,Miami,Founder & CEO @InCountryInc | founded & sold 6 enterprise infrastructure companies | ex-CTO/CIO @CBSi | occasional writer | SF➡Miami!,False,2021-08-17 05:16:25,@peterpham You're going to love the last paragraph of this article https://t.co/05zMPOMchE,,Twitter Web App
CanNews24,Canada,"Canada's #1 news aggregator. LIVE 24/7 we provide a balanced Canadian perspective 🇨🇦. First official public tweet - March 25, 2021.",False,2021-08-17 05:09:11,"Experts split on COVID-19 vaccine mandate for federal workers, travellers https://t.co/8hOddXsesS",,CanNewsBot
acelumin,"Charlestown, MA","We're a dynamic accounting, marketing, and technology firm, boosting bottom-lines for small businesses, and helping entrepreneurs scale with flexibility.",False,2021-08-17 05:09:09,"@officerbeetch @iBuydipss @Watson_WSP @DrPhilMcRotch @Breaking911 Also how is mandating vaccines for deadly diseases (polio, measles, small pox) the logical equivalence of requiring a vaccine passport to participate in society? Again, for a virus that has a lower mortality rate than the flu for ages 0-45.",,Twitter for iPhone
Retro Ryster,,"A fan of everything awesome from the 80s and 90s
#retrogaming #retrogames #arcadegames #wwe #nintendo",False,2021-08-17 05:08:18,@Surrounded_Sea @Kimmi_Leah369 @coreynorris9 The conspiracy theory at the start of the pandemic was that this was about mandating vaccines and introducing a digital vaccine passport. Now 18 months later its come true but you still think its a tin foil hat theory??? Why is that???,,Twitter Web App
Anthe 💉💉🍋🧂🥃,,if it’s fun then it’s yes!,False,2021-08-17 05:07:26,@RowdyTrader @That_TA_Dude @AussieVal10 I am the maker of vaccine passport pouches … so we can wear the vaccine passports around our necks like jewellery!,,Twitter for iPhone
Philip Babb,"London, Ontario","Your life matters. Yes, you. You matter. 
#ComicsGate #ClownNewsNetwork",False,2021-08-17 05:07:17,"RIOTS Erupt Over France's New Vaccine Passport Policy, Tear Gas Deployed... https://t.co/CYuIHWxfjS via @YouTube",,Twitter Web App
Lilly,,,False,2021-08-17 05:05:27,"The vaccine passport is just to roll out the social credit score in the US
#vaccinepassport #cdc #covid #who #socialcreditscore #China","['vaccinepassport', 'cdc', 'covid', 'who', 'socialcreditscore', 'China']",Twitter for Android
Jeff Chandler,,"You can’t run away forever, but there’s nothing wrong with getting a good head start.",False,2021-08-17 05:05:07,@BenWinslow @Patbagley How much does Clear's health pass cost?,,Twitter Web App
Milo Mighty Squeak from the Pilbara,,"Have no idea how to drive this...retweets are not endorsements, most likely foot in mouse....",False,2021-08-17 05:03:32,@NathanWVR Yes makes as much sense as you equating support for a Vaccine Passport as support for CCCP doesn't it?,,Twitter Web App
Joanbeam3000,La Belle Province,"Be yourself, everyone else is already taken. ~ Oscar Wilde     #Twinja",False,2021-08-17 05:02:36,"@racquets100 @l_stone @theJagmeetSingh @JustinTrudeau I'm in Québec, where the government's vaccine-passport programme is set to launch September 1st.

Things don't happen overnight, though, what with test runs currently being conducted over a 2-week span in 2 pilot projects in 2 cities, in a sports bar + a gym.

#CdnPoli 
#Elxn44",,Twitter Web App
delcodave,,gay vegas bear near Summerlin,False,2021-08-17 05:01:25,cant find the clear health pass app in the app store. guess i wont be leaving my house again.,,Twitter Web App
Paul Zaiter,"Sydney, Australia","The Universe would never make you submit, but will make you humble!!",False,2021-08-17 04:59:39,@adamseconomics @GladysB The QR Codes will be part of the vaccine passport!!,,Twitter Web App
Stefanie Gray (she/ her),Left,"Hi. I do things. Big Apple Film Fest SF ‘21| WeScreenplay QF ‘21 | Holly Shorts QF | Stage 32 Finalist ‘21 | Black Lives, Women & Mental Health Matters",False,2021-08-17 04:58:33,"@ThisisKaia Yeah, it flat out sucks. All I wanna do is eat carbs and chocolate and wrap up in a blanket. But I always thought periods should grant a health pass from work. We literally purge tissue and for some have *debilitating* cramps yet we’re supposed to be just as mentally productive.",,Twitter for iPhone
sports nut,SoCal,Huge Sports Fan,False,2021-08-17 04:58:28,@Raiders This is so wrong. People that still think this is about your health need to wake up.  These are the steps they are taking to eventually have full control over everyone. You think it will stop at a covid pass? Only way to stop this government overreach is through their pocket book,,Twitter for Android
Karen Lee,,"A self employed, right leaning gal, living in a blue city, who cherishes this outlet for self expression. #ProLife #ChristianFirst #VoteRed #FlipTheHouse2022",False,2021-08-17 04:56:18,"How are we not covering this story?  The French are protesting against COVID-19 Passports. 5th week!

https://t.co/jRULKrxaCb",,Twitter for iPhone
Yvonne Left,,"Reading, pizza, policy, politics, travel, family and friends. I can sound inane in three languages.",False,2021-08-17 04:54:34,"@realist_brutal @CKscullycat This is useful. 
https://t.co/RUdur2Olft",,Twitter Web App
R Smith,,"""& the Spirit & the bride say,“Come!”& let him who hears say,“Come!” & let him who thirsts come.Whoever desires,let him take the water of life freely.""Rev 22:17",False,2021-08-17 04:53:09,"@rpogrebin DeBlasio is power hungry. So,a vaccinated person who is sick with Covid can literally walk in anywhere in nyc, but if they show a vaccine passport,they get in; but a perfectly well person,who is unvaccinated,is denied entrance.This needs to stop. No vaccine mandates or passports.",,Twitter Web App
Cryptonomics,,,False,2021-08-17 04:52:48,"Will a vaccine passport in Ontario stop a 4th wave? No.The vaccine's efficacy will wane soon, just like it has in Israel.  We used to be a country of inclusiveness. Now we are divisive. My aunt died 2 days after her first dose.  @fordnation #dougford #NoVaccinePassport",,Twitter for Android
thomas joseph,,RaiderFan,False,2021-08-17 04:52:15,@mickakers @AllegiantStadm So I see $179 for health pass ? Is that not it. ?,,Twitter for iPhone
Marcel Loup,,“ It has been said that democracy is the worse form of government except all others that have been tried.”- Churchill. Vote save democracy. #VoteBlueNoMatterWho,False,2021-08-17 04:50:41,@debruyn_ed @CP24 Wondering the same thing. Most polls show a majority of Canadians want a vaccine passport.,,Twitter for iPhone
Joyo6618,,Awesome,False,2021-08-17 04:50:32,@cnielse33225110 @realist_brutal @CDCgov That would be too easy. Unfortunately many people in America think that if you have a vaccine passport/app that the government is taking away your freedom already more than they do very dumb,,Twitter for Android
normalman,,,False,2021-08-17 04:50:28,"@The_Real_Fly Wonder if this will roll back any of the vaccine passport laws, probably not…",,Twitter for Mac
🇺🇸 Matthew Holliday 🇺🇸,FEMA Region VI,"The tree of liberty must be refreshed from time to time with the blood of patriots and tyrants. 🇺🇸

Give me liberty or give me death... 🇺🇸

IFB ALL PATRIOTS",False,2021-08-17 04:47:37,"I'm not getting a jab and I'm never showing them my vaccine passport.

I'm an American and I refuse to comply. This is the hill to die on...

My response to these terrorists?

""No. Make me.""",,Twitter for Android
Defund Liberals,Maine,,False,2021-08-17 04:46:10,"@gyanmillar1 You can't deny people the right to attend because it violates 4th amendment (vaccine passport system), privacy laws, medical laws, disabled laws, commerce laws.
 1st amendment some, religion, states unwanted medical treatment and procedure laws etc..
You can allow them to mask.",,Twitter Web App
CRYPTOSHEET,,"CRYPTOSHEET™ is a spreadsheet for Excel and Google Sheets that easily tracks your Bitcoin, Ethereum and other cryptocurrency investments.",False,2021-08-17 04:42:52,"@M4XXW311 @Markymark901 @nytimes Yeah, society needs to improve but there’s umpteen ways we can do that without allowing the globalists to lock us into a technocratic feudalism. The digital vaccine passport needs to be our line in the sand.",,Twitter for iPhone
@OurGlobalConscience,,Our global conscience will heal our world.,False,2021-08-17 04:41:59,"If you live in Ontario --- Ford is having a secret night-time session tonight to discuss and potentially pass a vaccine passport ------ please call his after-hours secretary, now, and tell them you oppose this. Be polite. #VaccinePassports #VaccinePassport https://t.co/hSw0PUL7pt",,Twitter for Android
Bruce Pardy,,"Professor of Law, Queen's University",False,2021-08-17 04:40:27,"""A digital vaccine passport will institute an infrastructure in which the variable “has been vaccinated” can in future be replaced with “does not criticize the government,” or any number of mandates that a future authoritarian government may enact."" https://t.co/Khyobh2zuS",,Twitter Web App
Cryptonomics,,,False,2021-08-17 04:39:02,"@anitaelizar You think a vaccine passport solves it?  We will never have freedom again.This is one thing after another.The goal is to strip all of us of everything by 2030. The vaccine's efficacy has waned in Israel, so give it a month or so here also, you will need boosters for your boosters",,Twitter for Android
CRYPTOSHEET,,"CRYPTOSHEET™ is a spreadsheet for Excel and Google Sheets that easily tracks your Bitcoin, Ethereum and other cryptocurrency investments.",False,2021-08-17 04:37:55,"@M4XXW311 @Markymark901 @nytimes The broader point is that it’s being ushered in through a global psy-op, this pandemic was clearly planned, is being extended and accentuated with fear  to provide their pretext for the digital vaccine passport, which we know is a precursor for much worse.",,Twitter for iPhone
bangkok pete,,,False,2021-08-17 04:36:38,@notsameucountry @Ajarncom Yes it seems the “Thai Covid pass” has no way to account for those vaccinated overseas,,Twitter Web App
KCR 🐕🐕🐕🥂😷🇨🇦,Canada,"First dose of AZ, dogs, walks, marketing, foodie, wine, laughs #TeamTrudeau #VoteFordOut2022",False,2021-08-17 04:35:26,"@Justin_Ling The vaccine passport is for intl travel and is being negotiated with other countries. Thank goodness the Liberals are in charge &amp; understand diplomacy. I suspect that businesses in provinces without vaccine passports bc of lame premiers, will use the international version.",,Twitter for Android
Karin Love,"Aptos, California",Tax the churches.,False,2021-08-17 04:34:53,@Carol30138092 @KATYSaccitizen I can and do read properly. What they've VERY clearly said is that this vaccine passport DOESN'T apply to essential food and medical needs.  That means grocery stores and medical facilities.,,Twitter for Android
gantshillhammer⚒,"London, England",Gants Hill resident West Ham united ⚒ home and away all views are my own 🇮🇱,False,2021-08-17 04:33:38,"@gavarno74 print out or take a picture of the barcode of the ticket on your phone that should be enough 
As to Covid the wording is u should be “prepared” to show a Covid pass or a negative lateral flow test within 48 hours if you’re the unlucky person asked say you’re not prepared",,Twitter for iPhone
Loveisintheair❤️,,Healthy minded 🍀,False,2021-08-17 04:32:16,@truthp0st @JustinTrudeau @JoeBiden @joe_warmington Why you don’t mask them like what you doing to Canadian?!!! And they don’t need vaccine passport right?!!!! BS!,,Twitter for iPhone
Drew Sinden,"Vancouver, British Columbia",Head Brewer - Electric Bicycle Brewing & Boardwalk Brewing,False,2021-08-17 04:31:49,You guys remember when we used vaccine passport like devices to rent movies at Blockbuster?,,Twitter for Android
For goodness sake people ... question everything!,,"COVID vax doesn’t stop you from getting it, or
from getting sick with it or from spreading it. 
AND THEY CALL THAT EFFECTIVE?
Unless killing you is on the list!",False,2021-08-17 04:31:48,"In the 1930's the Nazis introduced a pass that was ostensibly a health pass. Called ""Ahnenpass,"" it allowed those good, healthy citizens to exercise their rights to go to school, work, travel, go to bars &amp; restaurants etc ... Does this sound familiar? https://t.co/GQApY9oSgU",,Twitter Web App
Robert,,,False,2021-08-17 04:31:13,@peterjhasson @benshapiro They probably want to see their covid passport before they get rescued as well.,,Twitter for Android
Marika,,,False,2021-08-17 04:28:19,"https://t.co/HnSz2fLv5s

CANADIAN NEWS - HALIFAX CANADA 
PEOPLE IN HALIFAX KNOW WHAT'S AT STAKE , UNLIKE ONTARIANS !",,Twitter Web App
Canada Free Press,,"Canada Free Press
Find us on GETTR: https://t.co/8otcntEY8x
Find us on Parler: https://t.co/sy1VyjcaWi",False,2021-08-17 04:18:03,"Large protest against the domestic vaccine passport in Montreal, Canada https://t.co/CrG6RNYqMF https://t.co/PS5njThzLl",,dlvr.it
Chris 🇨🇦🇨🇭🇬🇧,"Edmonton, Alberta",,False,2021-08-17 04:16:32,"I already had my second dose of vaccine, and I'm 100% against mandatory vaccinations, nor that stupid so called Covid passport. https://t.co/hbiYyclv0e",,Twitter for Android
Aydin Senkut,"Menlo Park, CA",Founder @Felicis | Investor @Adyen @Shopify @Fitbit @Pluralsight @Rovio @GuardantHealth @opendoor @notionhq | lucky husband & father,True,2021-08-17 04:16:31,This is a really interesting article by @wsj as to why you actually need to wear a mask just as much if you’re vaccinated… https://t.co/19YWIaiJPp,,Twitter for iPhone
Alexander Higgins,,An independent citizen journalist that aggregates and reports on news and political issues with a focus on government corruption and environmental activism.,False,2021-08-17 04:15:11,"Yes, eliminating nearly 50% of consumers from participating in the economy for not having a vaccine passport is definitely going to harm the economy.

https://t.co/4MIVoJ6uf0",,Twitter Web App
Go Travel Blogger,Midnapur ,"We bring News Updates, Travel Packages, Travel stories & Best Blogs From Around The World.
GoTravelBlogger is the go-to source for information on travel.",False,2021-08-17 04:14:47,ACI World welcomes Good Health Pass Collaborative Interoperability Blueprint https://t.co/wCCl2KLCGV,,WordPress.com
EUwatch,Brussels,Everything #Europe in one place News Media monitoring from 60 sources + retweets from critical progressive civil society ≠ endorsement 🇪🇺 @rMdes_,False,2021-08-17 04:12:54,Macron eyes victory over vaccine pass protesters - #EU #EUrope https://t.co/672gKle6B1,"['EU', 'EUrope']",EUwatch
Pelican state of mind,,"This world really needs more scolding, more judgment, more disdain and condescension towards those with whom we don't agree, does it?",False,2021-08-17 04:11:39,@j2ads @WWLAMFM I'll assume that you have a functioning brain yourself and can grasp this simple point -- this kind of vaccine passport system is preferable over shutting everything down or ordering restaurants and bars to operate at reduced capacity.,,Twitter Web App
Maddashell,,,False,2021-08-17 04:10:34,Mining magnate Clive Palmer taking WA government to High Court over Covid-19 ‘vaccine passport’ https://t.co/kzi8OisxGc,,Twitter for iPhone
noonespecial,,"Saving the world one child at a time.  Trying to raise my kids in this crazy, woke world. BFM",False,2021-08-17 04:08:56,"Herd immunity will only come from natural immunity until a nose vaccine is developed.

Follow Your Nose to Herd Immunity https://t.co/McUXLx1roA https://t.co/0mLeCkC5mc",,Twitter for Android
Shogo Makishima,"Québec, Canada",,False,2021-08-17 04:07:55,"@CTVMontreal Number of cases is irrelevant as vaccinated people can also be counted as covid case. What matters is hospitalization and death which has been trending down every covid waves.
Vaccine passport is unnecessary.",,Twitter for iPhone
Jose Perez,"Oakland, CA",,False,2021-08-17 04:07:49,@ImBillOConnor @VinnyBonsignore That’s next season……going to take a few more months to get the “health pass” system up and running nation wide,,Twitter for iPhone
Yossi Gestetner,Your Twitter Feed,"Job: Marketer. Side: Commentator on US Politics/Economics. Causes: Justice; @OJPAC. Created the #EconomicStressIndex. Never troll a Troll, Troll",True,2021-08-17 04:07:22,Vaccine passport expires after 8 months? https://t.co/Y0pvbdZO6l,,Twitter for iPhone
Sarah Schacht,,"@BeeckCenter Data + Digital Fellow @ Georgetown. Public Health & data standards. Open gov. Surfer. Food safety. Witty. Mural owner. Yup, #MeToo",False,2021-08-17 04:07:00,@annaecook Yes. But there's a parallel application process to get what you'll need for a functional Pass Sanitaire in the app. Download Tous Anti Covid (All of us Against COVID).,,Twitter Web App
Cernunnos-Mountbatten Capital Management,Canada,They used to say “the show must go on.”,False,2021-08-17 04:06:51,CDC officially coming out tonight calling for booster shots is going to crush the mandatory vaccine and vaccine passport mandate movement. https://t.co/DkgSVRrFP3,,Twitter for iPhone
Richard Valenzuela,"Bakersfield, CA",Yield Farmer 1 Cor 15:14 #RaiderNation since 79  https://t.co/gpTYL09vhT,False,2021-08-17 04:06:45,@tashanreed Just downloaded Clear Health Pass &amp; got vaccination verified within 5 mins,,Twitter for iPhone
Financial Times,London,"Big stories and breaking news headlines as they are published on https://t.co/5BsmLs9y1Z. For a curated feed of our journalism, follow @financialtimes",True,2021-08-17 04:06:17,Macron eyes victory over vaccine pass protesters https://t.co/bXlFc0C9Gu  | opinion,,SocialFlow
Eros_Aware,New York,"Follow, I'll follow back any account that's a real person.",False,2021-08-17 04:05:44,@pesoopesoo I might use this as my vaccine passport.,,Twitter Web App
Jessica Marie,New York,,False,2021-08-17 04:03:49,It would be more helpful if they got rid of the vaccine passport. https://t.co/pchiNkMjW0,,Twitter Web App
FT for Schools,"London, England","Register for free Financial Times access for 16-19 year olds, teachers and schools around the world. Tweet us with your recommended FT articles and tell us why.",True,2021-08-17 04:01:48,Macron eyes victory over vaccine pass protesters https://t.co/9yzfv4du56,,SocialFlow
GuyNAustin©,"Austin, TX","Chronic hyperinsulinemia is probably killing you whether you're diabetic or not.
1) Google 'metabolic syndrome';
2) tape measure your belly;
3) profit.",False,2021-08-17 04:01:10,"@ProfTimNoakes @NickPapageorge1 Well but it's hard to turn ""metabolic health appears to the driving factor"" into ""everyone needs a vaccine passport.""",,Twitter Web App
CanNews24,Canada,"Canada's #1 news aggregator. LIVE 24/7 we provide a balanced Canadian perspective 🇨🇦. First official public tweet - March 25, 2021.",False,2021-08-17 04:00:13,Will Quebec's vaccine passport plan help the province stave off another lockdown? https://t.co/7F3jwoget3,,CanNewsBot
CKS,"Northern NSW, Australia",Music Producer | 20 | Libertarian 🐍 | 🇦🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🇺🇸 | Live Free or Die | Backup: @CKS7475,False,2021-08-17 03:59:49,"I have a good few family members living in Queensland, I can't even go see them now because of this shit. Even when I'm less than 40 minutes away from the border, fuck this.. https://t.co/EhuF02b7hz",,Twitter for Android
thomas joseph,,RaiderFan,False,2021-08-17 03:55:36,@moneylineman1 @JTTheBrick @AllegiantStadm You have to spend $180 on Clear app and get a health pass…,,Twitter for iPad
A fair go for all,melbourne,There are times I will remember all my life,False,2021-08-17 03:54:45,@Adam_Creighton How can you say they’ve removed all Covid restrictions when you need a vaccine passport to do anything out in public. Aren’t you supposed to work in an information industry? https://t.co/LOgJKMffxF,,Twitter for iPhone
Michael,ประเทศไทย,Retired in SE Asia.,False,2021-08-17 03:54:01,@FPetet @ken1978uk @Ajarncom I was just given a vaccine certificate after my 2nd jab last month. No mention of 'covid pass' on it like in the graphic.,,Twitter Web App
baruch de spinoza in the virtual,,anti-socialist communist,False,2021-08-17 03:53:27,"&gt;pro vaccine passport
we got another one boys https://t.co/ooyBVYvTxP",,Twitter for iPhone
Rick-,TN,Some of media has lost the ability to ask who what where and when. All I know is just what I read n the papers and that's an alibi for my ignorance. Will Rogers,False,2021-08-17 03:53:27,New Yorkers protest New Covid Passport Requirements https://t.co/AWmm5pXTPQ via @YouTube,,Twitter Web App
💧John Dinning,Australia,Programmer | Small Businessman | Humanist | Likes to learn but doesn't remember much | Interested in almost everything,False,2021-08-17 03:52:40,@slsandpet The MyGov / Medicare app is as good as a vaccine passport anyway I would have thought.,,Twitter for Android
thomas joseph,,RaiderFan,False,2021-08-17 03:52:07,@PGutierrezESPN @AllegiantStadm Will the raiders be paying the $179 to get clear health pass ?,,Twitter for iPad
arale norimaki,"Melbourne, Victoria",earthlings·|·down-to-earth·|·small potatoes·|·vegetarian·|·calligraphy(書道)·|·Human Rights·|·Environment·|·Animal Rights·|·Wabi-Sabi,False,2021-08-17 03:50:44,"@LaborIsTrash To those who supports Vaccine Passports,
pls be the pioneers to have your QR code tattooed on the butts.

SAY NO TO VACCINE PASSPORT",,Twitter for Android
tshepo monyai 🇮🇹,,wolf amongst the sheep,False,2021-08-17 03:49:14,"@kuliroberts I'm not vaxxed not because I fear the vaccine ,but the idea of a digital I'd or vaccine passport makes me very sceptical",,Twitter Web App
Avatans Kumar,"Illinois, USA","Linguist by training | Opinion in @TOIOpinion, @SundayGuardian, @IndiaCurrents, @eOrganiser | Proud Illini @Illinois_Alma & JNU alum | @IndicAcademy",False,2021-08-17 03:47:52,De Blasio Banishes My Kids From New York - ⁦@RayPrisament⁩ in ⁦@WSJ⁩  https://t.co/Qyd6NZpwS5,,Twitter for iPhone
Andrew S - Face! 🚀, A ball of accreted space dust,"Lover of science & tech, Scouting, PC hardware, semiconductors, rocketry, space exploration and orbital mechanics.
#teammate
Moore's Law Has Been Dead
#MLID",False,2021-08-17 03:47:39,"@EricRWeinstein The PC antivirus subscription model is very successful.
Why wouldn't they (big pharma and gov't partnership) adopt it?

You want to enter my cyber cafe? You're going to have to show me your computer vaccine passport first.
Can't let you infect the network",,Twitter for Android
CanNews24,Canada,"Canada's #1 news aggregator. LIVE 24/7 we provide a balanced Canadian perspective 🇨🇦. First official public tweet - March 25, 2021.",False,2021-08-17 03:45:15,Ottawa promises vaccine passport for international travel this fall https://t.co/jorb6kLF6s,,CanNewsBot
Sarah Schacht,,"@BeeckCenter Data + Digital Fellow @ Georgetown. Public Health & data standards. Open gov. Surfer. Food safety. Witty. Mural owner. Yup, #MeToo",False,2021-08-17 03:45:05,"@annaecook …approve your documentation and enter you into the Pass Sanitaire system. Again, while it’s a SUPER long shot, you might want to ask your hotel if there are any area docs they’d suggest getting an appointment with and bringing your vaccination records. I’d look up your state…",,Twitter for iPhone
nwakibie,Saint Lucia 🇱🇨,nelseeuh not nelsha,False,2021-08-17 03:43:20,"i used to hate shortbread cookies as a child, now i like them

then covid pass and change the taste, but here i am eating one at this hour",,Twitter Web App
Jonezy⚡️,LA,https://t.co/PCZO30am3T⚡️https://t.co/yr9zwrNIfs #Bitcoin #DigitalArt #Developer,False,2021-08-17 03:43:10,Damn all the nfl stadiums requiring the vaccine passport smh!!!! 🤦🏽‍♂️,,Twitter for iPhone
Tommy,,,False,2021-08-17 03:42:53,@ShannonSharpe last year vaccine passports was something crazy people were talking about now its a real thing so good luck with your vaccine and your vaccine passport,,Twitter Web App
Sarah Schacht,,"@BeeckCenter Data + Digital Fellow @ Georgetown. Public Health & data standards. Open gov. Surfer. Food safety. Witty. Mural owner. Yup, #MeToo",False,2021-08-17 03:41:39,"@annaecook Ok. So… I have some bad news.

1) Without marrying a French person, uh, you can’t get a Pass Sanitaire. (But, you know, it’s an option.)

2) You’ll need to budget for once every 48 hours PCR tests to put in the Tous Anti Covid app. Ask your hotel where (&amp; how much $) you can ‘em",,Twitter for iPhone
Constituent 🌺⏳🍀,"Hawaii, Hawaiʻi","🦜FollowMeFor: #NaturePhotography #HomelessRights #RegenerativeAgriculture #CannabisNews #Politics
🦚Join our #AlohaMovement🌺 
Home of #BirdsOfHawaii 🌈",False,2021-08-17 03:41:00,"And...if you don't, your covid passport will be cancelled. https://t.co/6hPAJkSF4C",,Twitter Web App
"J. Eustis Corrigan, Jr.","Memphis, TN",Collaborative Leader | Valued Advisor | Strategic Planning | Growth Mindset | Chronic Learner ~ Views are mine - RTs are not endorsements,False,2021-08-17 03:40:46,"Your vaccine card could soon be required at the best restaurants, clubs and shows. Columnist @nicnguyen explains how to save a digital copy and register with eligible vaccine passport apps https://t.co/j7RevPWVNu",,Twitter for iPhone
Independent Thinker,,,False,2021-08-17 03:39:52,@DavidWolfe Australia is beyond a joke right now. Dictator Dan was a dictator well before Rona but the whole country has become a communist dictatorship. They are mandating and threatening us all with the No jab no job &amp; are in the process of rolling out the vaccine passport,,Twitter for Android
Steve Carp,"Summerlin, NV","Author, ""Vegas Born -- The remarkable story of the Golden Knights."" Columnist, https://t.co/zC3TrxY6WX.",False,2021-08-17 03:36:52,@Magnum702 Got my Clear Health Pass a while ago. Easy peasy.,,Twitter Web App
Alan Warms,Chicago,"""Talking a lot about less and less and forgetting the love we bring"" - Robert Hunter",False,2021-08-17 03:36:41,Follow Your Nose to Herd Immunity by Michael Segal https://t.co/2FhjKXfQuM,,Twitter for iPad
Cyr,,...,False,2021-08-17 03:36:13,"@BBCWorld For the Taliban to travel, they will need fake vaccine passport, which is only made in America.",,Twitter for iPhone
KK_aa_RR_ii_5,,M^A^G^A  T!R!U!M!P! P!A!T!R!I!O!T! The TRUTH will set you FREE God is in control. Seek HIM in all that you do! It's always been about the children,False,2021-08-17 03:34:57,"Anecdotal evidence detailed by former Google software engineer Mike Hearn strongly suggests that most restaurants, cafes and other businesses in France are not enforcing the country’s controversial vaccine passport system.

https://t.co/Rkvzjzu5EN",,Twitter for iPhone
JIM DAHLSTROM,,,False,2021-08-17 03:33:37,"@latimes Keep it simple, $1000 fine when you are show up without a vaccination,  $5000 if you use a phony vaccine passport, $100 fine if you show up at mask required event unmasked!",,Twitter Web App
Tashan Reed,"Las Vegas, NV",@Raiders beat writer @TheAthletic. @mujschool and @SJI_Update alum. St. Louis native by way of Ferguson. Contact: tashanreed1996@gmail.com,True,2021-08-17 03:31:55,"The Raiders will use CLEAR’s Health Pass feature to provide proof of vaccination status. Not sure how it works, but season ticket holders will be provided information and there will be a press conference tomorrow. https://t.co/HWyxTHnBlp",,Twitter for iPhone
Michael Scott Davidson,"Las Vegas, NV",Investigative and data reporter for Las Vegas @ReviewJournal | Secretary @spjlv | Email: sdavidson@reviewjournal.com,True,2021-08-17 03:31:33,"Going to download a vaccine passport app for a Raiders game? 

Here’s what concerns privacy experts about them:
https://t.co/d3CrBKneNK https://t.co/N6iXYEtCOe",,Twitter for iPhone
Carm,The Republic of The West,"Banned N'Back for the election.  Politically Abandoned.  I vote for good people, not parties.  #FireTreasonousTrudeau  MUST #WEXIT",False,2021-08-17 03:31:14,@JacquieGale @CarolHusband Yup.. and vaccine passport. Just watch.,,Twitter Web App
Atomick,,Smart Things Addict...,False,2021-08-17 03:30:18,"@idrctmlol @angelamavalla How many people do you know who have died from the vaccines? And as I said, that choice is for the privileged West, not Africans. We already have lots of Vax requirements for travel, covid vaccine passport will be a real thing very soon for us.",,Twitter for Android
Marty Caswell,Southern California,"Producer/Reporter for the Darren Smith Show in San Diego on XTRA1360.
 I cover interesting sports

IG: MartyCaswell619",False,2021-08-17 03:29:22,"Going to be interesting to see how many teams follow the Raiders path, including use of a mobile app/health pass feature for Vaccine proof. Feels like it's coming quickly",,TweetDeck
Paul Mallar,United States,Concern citizen of the world that wishes prosperity and peace for all.,False,2021-08-17 03:28:09,@GOPLeader Yes to Mask mandate and vaccine passport.,,Twitter for iPhone
✨ Magic Key-ster 🗝,"Disneyland, CA","Theme Park Snark, Cell Tower Expert, ex-CM, Legacy AP, Future Keyholder?",False,2021-08-17 03:24:19,Our school districts health pass QR system was down today (opening day) line wrapped around the block. Powered by Microsoft. Maybe Vaccine Passports aren’t a great idea.,,Twitter for iPhone
CanNews24,Canada,"Canada's #1 news aggregator. LIVE 24/7 we provide a balanced Canadian perspective 🇨🇦. First official public tweet - March 25, 2021.",False,2021-08-17 03:24:12,Half of vaccinated Canadians say they’re ‘unlikely’ to spend time around those who remain unvaccinated https://t.co/RoOcJ7mjEc,,CanNewsBot
Robin O'Brien,"Atlanta, GA","Social Media Manager, Writer, Comedian. Public Speaker. Really good at forgetting to put the cap on stuff. Loves Jesus and sharing #Ivermectin encouraging truth",False,2021-08-17 03:22:49,"How did Russia beat the Vaccine Passport. They stopped eating out. How is Paris beating the Vaccine Passport, they stopped eating out. How can NYC defeat this? Do America a favor. Show NYC=FREEDOM",,Twitter Web App
man guy,,Twitter censorship prevents me from posting too much info here. come to: https://t.co/acIakMwzbe,False,2021-08-17 03:21:47,"Majority of people: Against the vaccine passport.
Mainstream media: https://t.co/w23XlMh7Zz",,Twitter Web App
Patriot of America,,America first. USA!,False,2021-08-17 03:19:30,"@RitchieTorres Congratulations for introducing HR 4980. If Voter ID is racist and IDs are required to get a COVID vaccine to get the vaccine passport, and the vaccine passport is required to fly per your bill, isn't your vaccination bill racist?",,Twitter Web App
First Amendment and Boobs,Rationalia,"Progressive leftist. Armchair scientist. Hand hygiene, ventilation, HEPA, N95s for vulnerable. Non-N95 masks and SD placebo against aerosol. apache/helicopter",False,2021-08-17 03:19:27,"@drklausner @lapublichealth @MikeBoninLA @ericgarcetti This will inevitably cause them to take risky behaviours underground, causing more spread of disease.

In this instance, I believe a vaccine passport scheme will inevitably cause the vaccine hesitant to gather together elsewhere, and contribute to the spread of the disease.",,Twitter Web App
Dr. Truth 🗣🗣🗣,,censorship is the beginning of no free speech no democracy and no human rights.,False,2021-08-17 03:19:08,"It’s Nazi who behind the vaccine passport 👇👇👇

https://t.co/nAnsIzwLZJ",,Twitter for iPhone
